text,label
You available now? Im like right around hillsborough amp ltgt th,0
ASKED number MOBILE IF number CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L number ER GOT MEGA BILL. number DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O currency number number WANT currency number,1
Actually fuck that just do whatever do find an excuse to be in tampa at some point before january though,0
Im outside islands head towards hard rock and youll run into me,0
Omg Joanna is freaking me out. Shes looked thru all my friends to find photos of me. And then shes asking about stuff on my MySpace which I havent even logged on in like a year. :,0
Yes but they said its IT.,0
Oh right ok. Ill make sure that i do loads of work during the day! got a really nasty cough today and is dry n shot so that should really help it!,0
Oh wow thats gay. Will firmware update help,0
Cool. I am ltgt inches long. hope you like them big!,0
Xy trying smth now. U eat already? We havent,0
Hey what how about your project. Started aha da.,0
Nvm Im going to wear my sport shoes anyway Im going to be late leh.,0
No but the bluray player can,0
Thanks number your continued support Your question this week will enter u in number our draw number currency number cash. Name the NEW US President? txt ans to number,1
Lmao ok I wont be needing u to do my hair anymore.,0
Its a valentine game. . . send dis msg to all ur friends. . If number answers r d same then someone really loves u. . Ques which colour suits me the best?,0
Im done,0
Hi i got the money da emoji,0
MAYBE IF YOU WOKE UP BEFORE FUCKING number THIS WOULDNT BE A PROBLEM.,0
Package all your programs well,0
Tell me something. Thats okay.,0
IM FINE BABES AINT BEEN UP number MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT number MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx,0
Eh ur laptop got no stock lei He say mon muz come again to take a look c got a not,0
THATS ALRITE GIRL U KNOW GAIL IS NEVA WRONG!!TAKE CARE SWEET AND DONT WORRY.C U L number TR HUN!LOVE Yaxxx,0
Y bishan lei I tot say lavender?,0
HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX,0
Ok thanx Take care then,0
Well join the ltgt bus,0
Im working technical support emoji voice process.networking field.,0
Hey sexy buns! What of that day? No word from you this morning on YM emoji I think of you,0
Where,0
Mobile Club: Choose any of the top quality items for your mobile. number cfca number a,1
INTERFLORA Its not too late to order Interflora flowers for christmas call number number to place your order before Midnight tomorrow.,1
Im ok. Will do my part tomorrow,0
Thanks for your ringtone order ref number R number Your mobile will be charged currency number . Should your tone not arrive please call customer services on number,1
I got your back! Do you have any dislikes in bed?,0
Anyway im going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,0
HEY DAS COOL IKNOW ALL number WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK number U L number R.,0
Cool text me when youre ready,0
happened here while you were adventuring,0
Badrith is only for chennai emoji i will surely pick for us emoji no competition for him.,0
U wan number haf lunch im in da canteen now.,0
yay! finally lol. i missed our cinema trip last week emoji,0
Where do you need to go to get it?,0
HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX,0
Dont fret. Ill buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.ull be alright.Okay.,0
I also thk too fast Xy suggest one not me. U dun wan its ok. Going number rain leh where got gd.,0
Not much just some textin. How bout you?,0
I noe la U wana pei bf oso rite K lor other days den,0
Very strange. and are watching the number nd one now but im in bed. Sweet dreams miss u,0
Takin a shower now but yeah Ill leave when Im done,0
I dont know exactly could you ask chechi.,0
No we put party number days a week and study lightly I think we need to draw in some custom checkboxes so they know were hardcore,0
I know you are thinkin malaria. But relax children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop,0
Painful words I thought being Happy was the most toughest thing on Earth But the toughest is acting Happy with all unspoken pain inside,0
on hen night. Going with a swing,0
Nope. I just forgot. Will show next week,0
Sorry I guess whenever I can get a hold of my connections maybe an hour or two? Ill text you,0
Yo sorry was in the shower sup,0
) ok. I feel like john lennon.,0
Guessin you aint gonna be here before number ?,0
You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people ive ever met. Why would i think a picture of your room would hurt you make you feel violated.,0
You know what hook up means right?,0
Lol for real. She told my dad I have cancer,0
ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.,1
Aah bless! Hows your arm?,0
Hi! This is Roger from CL. How are you?,0
Yeah sure give me a couple minutes to track down my wallet,0
Well shes in for a big surprise!,0
Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,0
Bishan lar nearer No need buy so early cos if buy now i gotta park my car,0
Send this to ur friends and receive something about ur voice How is my speaking expression? number childish number naughty number Sentiment number rowdy number ful of attitude number romantic number shy number Attractive number funny ltgt .irritating ltgt .lovable. reply me,0
Moby Pub Quiz.Win a currency number High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to number unsub STOP currency number number SP Arrow,1
Er yeah i will b there at number : number sorry! Just tell me which pubcafe to sit in and come wen u can,0
Merry Christmas to you too babe i love ya kisses,0
Hello. Damn this christmas thing. I think i have decided to keep this mp number that doesnt work.,0
Yes I know the cheesy songs from frosty the snowman emoji,0
I want kfc its Tuesday. Only buy number meals ONLY number No gravy. Only number Mark. number !,0
Its wylie you in tampa or sarasota?,0
I came hostel. I m going to sleep. Plz call me up before class. Hrishi.,0
CHA QUITEAMUZING THATSCOOL BABEPROBPOP IN CU SATTHEN HUNNY number BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS number ME PLEASE,0
Also hi wesley howve you been,0
Probably not still going over some stuff here,0
