pirat,hirat,lvrat,unemp,chist,mhist,phist,selfemp,insurance,condomin,afam,single,hschool,deny
0.350999985,0.337000008,0.623493976,3.099999905,4,2,no,no,no,no,no,no,yes,no
0.389000015,0.271000004,0.919230769,3.099999905,6,2,no,no,no,yes,no,yes,yes,no
0.43,0.32,0.794044665,3.200000048,6,3,no,yes,no,no,no,no,yes,yes
0.43,0.43,0.798004988,3.900000095,2,2,yes,yes,no,no,no,no,yes,yes
0.15,0.05,0.658064516,10.60000038,6,1,no,no,no,no,no,no,yes,no
0.34,0.28,0.895833333,4.300000191,1,2,no,no,no,no,no,yes,yes,no
0.31,0.21,0.7,1.799999952,2,1,no,no,no,yes,no,yes,yes,no
0.37,0.28,0.911392405,3.200000048,2,2,no,no,no,no,no,no,yes,no
0.31,0.27,0.883211679,5.300000191,1,2,no,no,no,no,no,no,yes,no
0.3,0.2,0.894736842,3.200000048,1,2,no,no,no,yes,no,no,yes,no
0.16,0.16,0.203045685,10.60000038,1,1,no,no,no,no,no,no,yes,no
0.36,0.23,0.843283582,3.099999905,1,2,no,no,no,no,no,no,yes,no
0.36,0.28,0.734210526,2,1,2,no,no,no,no,no,no,yes,no
0.4,0.3,0.695364238,3.900000095,1,2,no,no,no,no,no,no,yes,no
0.37,0.3,0.841584158,3.200000048,1,2,no,no,no,yes,no,yes,yes,no
0.28,0.22,0.473684211,3.200000048,1,1,no,yes,no,no,no,no,yes,no
0.43,0.35,0.514705882,3.200000048,5,2,yes,no,no,no,no,no,yes,no
0.36,0.27,0.863387978,3.200000048,1,1,yes,no,no,no,no,no,yes,no
0.24,0.24,0.631067961,4.300000191,1,2,no,yes,no,no,no,no,yes,no
0.47,0.47,0.651079137,4.300000191,1,1,no,yes,no,no,no,no,yes,no
0.08,0.08,0.643835616,3.200000048,4,2,no,no,no,yes,yes,yes,yes,no
0.24,0.23,0.566666667,5.300000191,1,1,no,no,no,no,no,no,yes,no
0.22,0.21,0.653179191,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.14,0.12,0.32,3.200000048,1,1,no,no,no,no,no,no,yes,no
0.21,0.16,0.289256198,3.099999905,1,1,no,no,no,no,no,no,yes,no
0,0.29,0.629496403,3.099999905,1,1,no,no,no,no,no,no,yes,no
0.210200005,0.207000008,0.783333333,3.099999905,1,2,no,no,no,yes,no,yes,yes,yes
0.394500008,0.332299995,0.147692308,3.900000095,1,1,no,no,no,yes,no,no,yes,no
0.3,0.26,0.625,3.200000048,1,2,no,no,no,no,no,yes,yes,no
0.36,0.29,0.8,3.200000048,2,2,no,no,no,no,no,no,yes,no
0.28,0.27,0.551020408,4.300000191,2,1,no,no,no,no,no,no,yes,no
0.26,0.24,0.796875,3.900000095,1,2,no,no,no,no,no,no,yes,no
0.28,0.21,0.688888889,3.900000095,2,2,no,no,no,no,no,yes,yes,no
0.304400005,0.197999992,0.328947368,3.200000048,2,1,no,yes,no,no,no,no,no,no
0.313600006,0.287600002,0.306748466,4.300000191,2,1,no,no,no,no,no,no,yes,no
0.302299995,0.263400002,0.761904762,3.099999905,5,2,no,no,no,no,no,no,yes,no
0.199500008,0.176200008,0.453333333,3.200000048,2,1,no,no,no,yes,no,no,yes,no
0.274500008,0.172199993,0.714285714,3.200000048,6,2,no,no,no,no,no,no,yes,no
0.317999992,0.312000008,0.802919708,2,3,2,no,no,no,no,no,yes,yes,yes
0.45,0.237999992,0.6,1.799999952,6,1,no,no,no,no,no,no,yes,no
0.356899986,0.180900002,0.7,3.099999905,1,1,no,no,no,no,no,no,yes,no
0.253999996,0.242999992,0.663507109,4.300000191,1,1,no,no,no,no,no,yes,yes,no
0.240599995,0.228500004,0.4,3.599999905,1,2,no,no,no,yes,no,yes,yes,no
0.28,0.27,0.338709677,1.799999952,1,1,no,no,no,no,no,no,yes,no
0.416800003,0.325999985,1.182432432,3.200000048,5,1,no,yes,no,no,no,yes,yes,yes
0.388600006,0.388600006,0.627272727,10.60000038,2,3,no,no,no,no,no,yes,yes,yes
0.340800018,0.225400009,0.731428571,3.200000048,2,2,no,no,no,no,no,no,yes,yes
0.27,0.21,0.831932773,2,1,2,no,no,no,yes,no,yes,yes,no
0.35,0.27,0.884393064,3.900000095,1,2,no,no,no,no,no,no,yes,yes
0.35,0.29,0.550387597,2,1,2,no,no,no,yes,no,no,yes,no
0.32,0.23,0.8,3.099999905,3,2,no,no,no,yes,no,yes,yes,no
0.32,0.28,0.8,3.200000048,1,2,no,no,no,yes,no,yes,yes,yes
0.37,0.3,0.904,3.900000095,1,2,no,no,no,yes,no,yes,yes,no
0.35,0.26,0.902298851,3.200000048,6,2,yes,no,no,yes,yes,yes,yes,no
0.44,0.32,0.904347826,3.200000048,6,2,yes,no,no,yes,yes,yes,yes,no
0.4,0.29,0.892561983,1.799999952,6,2,yes,no,no,yes,yes,no,yes,no
0.29,0.27,0.714285714,1.799999952,1,2,no,no,no,yes,yes,yes,yes,no
0.41,0.27,0.952,3.200000048,5,2,yes,no,no,yes,yes,yes,yes,no
0.25,0.22,0.833333333,10.60000038,3,2,no,no,no,yes,yes,no,yes,no
0.4,0.23,0.8,3.200000048,5,1,no,no,no,yes,no,yes,yes,no
0.43,0.26,0.910447761,1.799999952,5,2,yes,yes,no,yes,yes,no,yes,no
0.41,0.26,0.899441341,2,6,2,yes,no,no,yes,yes,no,yes,no
0.49,0.28,0.881889764,3.200000048,5,2,no,no,no,yes,no,no,yes,no
0.41,0.28,0.79389313,1.799999952,1,2,no,no,no,yes,no,yes,yes,no
0.26,0.26,0.637168142,3.200000048,2,4,no,yes,no,no,no,no,yes,no
0.367000008,0.23,0.8046875,1.799999952,6,2,yes,no,no,yes,no,yes,yes,yes
0.39,0.39,0.215053763,3.200000048,1,2,no,no,no,yes,no,yes,yes,no
0.37,0.3,0.625,3.599999905,1,2,no,no,no,yes,no,yes,yes,no
0.33,0.28,0.02,3.900000095,1,2,no,no,no,yes,no,yes,yes,no
0.28,0.26,0.78125,3.200000048,3,2,no,no,no,no,no,no,yes,no
0.36,0.31,0.78125,4.300000191,1,2,no,no,no,yes,no,yes,yes,no
0.35,0.32,0.65631068,10.60000038,2,1,no,no,no,no,no,no,yes,no
0.32,0.25,0.780141844,4.300000191,1,2,no,no,no,no,no,no,yes,no
0.38,0.23,0.2,3.200000048,1,2,no,no,no,yes,no,no,yes,no
0.35,0.29,0.847222222,4.300000191,1,2,no,no,no,no,no,no,yes,no
0.36,0.27,0.547263682,3.200000048,1,1,no,no,no,no,no,no,yes,no
0.25,0.25,0.640410959,3.099999905,1,2,no,no,no,no,no,no,yes,no
0.47,0.34,0.881889764,4.300000191,2,2,no,no,no,yes,yes,yes,yes,no
0.18,0.13,0.785714286,2,6,2,no,no,no,no,no,no,yes,yes
0.29,0.28,0.738636364,3.200000048,1,2,no,no,no,yes,no,yes,yes,no
0.25,0.24,0.656976744,3.900000095,1,2,no,no,no,no,no,no,yes,no
0.26,0.2,0.607142857,5.300000191,2,2,no,no,no,no,no,no,yes,no
0.29,0.23,0.395017794,3.200000048,2,2,no,no,no,no,no,no,yes,no
0.29,0.22,0.717241379,10.60000038,1,2,no,yes,no,no,no,yes,yes,no
0.27,0.27,0.740331492,3.200000048,2,2,no,no,no,no,no,yes,yes,no
0.29,0.24,0.634517766,10.60000038,1,1,no,no,no,no,no,yes,yes,no
0.21,0.21,0.612903226,10.60000038,2,2,yes,no,no,no,yes,no,yes,yes
0.95,0.44,0.547058824,10.60000038,6,3,no,yes,no,no,no,no,yes,no
0.25,0.2,0.930232558,4.300000191,1,2,no,no,no,no,no,no,yes,no
0.22,0.22,0.617449664,4.300000191,2,2,no,no,no,no,no,no,no,no
0.37,0.29,0.702290076,3.200000048,1,1,no,no,no,no,no,no,yes,no
0.4,0.27,0.918518519,4.300000191,2,2,no,no,no,no,no,no,yes,no
0.29,0.28,0.696969697,4.300000191,1,2,no,no,no,no,no,yes,yes,no
0.36,0.24,1,3.200000048,1,2,no,no,no,no,no,yes,yes,yes
0.32,0.21,0.730337079,4.300000191,1,2,no,no,no,no,no,yes,yes,no
0.38,0.24,0.434782609,3.200000048,2,2,no,yes,no,no,no,no,yes,no
0.37,0.37,0.653266332,4.300000191,2,1,no,yes,no,no,no,no,yes,yes
0.4,0.28,0.640167364,3.099999905,1,2,no,no,no,no,no,no,yes,no
0.24,0.1,0.571428571,1.799999952,2,2,no,no,no,yes,no,yes,yes,no
0.37,0.27,0.401459854,3.099999905,2,1,no,yes,no,no,no,no,yes,no
0.35,0.18,0.802919708,10.60000038,2,2,no,no,no,no,no,yes,yes,no
0.41,0.07,0.786885246,3.599999905,2,1,no,no,no,yes,no,no,yes,no
0.41,0.33,0.666666667,3.099999905,2,2,no,no,no,no,no,no,yes,no
0.32,0.32,0.754098361,4.300000191,4,2,no,no,no,no,yes,yes,yes,no
0.34,0.31,0.904,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.39,0.3,0.839416058,10.60000038,2,2,no,no,no,no,no,yes,yes,no
0.238999996,0.217999992,0.162790698,3.200000048,5,2,no,no,no,no,no,no,yes,no
0.330999985,0.262000008,0.40625,8.899999619,1,2,no,yes,no,no,no,no,yes,no
0.355,0.330999985,0.555555556,3.099999905,6,1,no,no,no,no,no,yes,yes,no
0.408899994,0.272900009,0.896,3.900000095,5,2,no,no,no,no,no,no,yes,no
0.165,0.054000001,0.102564103,3.099999905,1,1,no,no,no,yes,no,yes,yes,no
0.307000008,0.231000004,0.49122807,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.235,0.226000004,0.679824561,3.200000048,1,1,no,no,no,no,no,no,yes,no
0.312999992,0.287999992,0.553097345,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.266000004,0.182999992,0.669354839,5.300000191,2,2,no,no,no,no,no,yes,yes,no
0.231000004,0.231000004,0.747663551,3.099999905,4,2,no,yes,no,no,no,no,yes,no
0.303999996,0.202999992,0.578703704,1.799999952,1,2,no,no,no,no,no,no,yes,no
0.347000008,0.288999996,0.522821577,1.799999952,1,1,no,no,no,no,no,no,yes,no
0.350999985,0.345999985,0.484764543,3.599999905,1,2,no,yes,no,no,no,yes,yes,no
0.320999985,0.243999996,0.945205479,3.900000095,1,2,yes,no,no,no,no,no,yes,no
0.380999985,0.227999992,0.553648069,4.300000191,1,1,no,no,no,no,no,no,yes,no
0.472000008,0.303999996,0.869565217,2,2,2,no,no,no,yes,no,yes,yes,yes
0.425,0.345,0.951351351,1.799999952,6,4,no,no,no,no,yes,yes,yes,yes
0.318999996,0.315,0.798387097,3.099999905,1,1,no,no,no,no,no,no,yes,no
0.069899998,0.069899998,0.480769231,3.200000048,5,2,no,yes,no,no,no,yes,yes,no
0.340999985,0.340999985,0.93877551,3.900000095,4,2,no,no,no,no,no,no,yes,no
0.349000015,0.287000008,0.204081633,4.300000191,1,2,no,no,no,no,no,no,yes,no
0.337999992,0.27,0.864,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.395999985,0.272999992,0.798122066,3.200000048,1,2,no,no,no,no,yes,no,yes,no
0.39,0.278999996,0.8,3.200000048,1,1,no,yes,no,no,no,yes,yes,no
0.275,0.237999992,0.710659898,3.599999905,1,2,no,no,no,yes,no,yes,yes,no
0.310499992,0.238199997,0.802631579,3.200000048,5,2,no,no,no,yes,no,yes,yes,no
0.467999992,0.362000008,0.783783784,4.300000191,5,2,no,no,no,yes,no,yes,yes,no
0.388600006,0.261299992,0.743169399,3.200000048,1,1,no,yes,no,no,yes,no,yes,no
0.242000008,0.177000008,0.189189189,3.599999905,1,1,no,no,no,yes,no,no,yes,no
0.691999969,0.535999985,0.789473684,3.200000048,1,1,no,yes,no,no,no,no,yes,no
0.575999985,0.329000015,0.899280576,3.200000048,6,2,no,no,no,yes,yes,no,yes,yes
0.354099998,0.194699993,0.75,10.60000038,1,2,no,no,no,yes,no,no,no,no
0.479000015,0.475,0.951923077,2,6,2,no,no,no,yes,yes,yes,yes,yes
0.355999985,0.311000004,0.750877193,1.799999952,1,1,no,no,no,no,no,no,yes,no
0.362999992,0.168999996,0.861111111,4.300000191,1,2,no,no,yes,no,yes,yes,yes,yes
0.263999996,0.175,0.35483871,1.799999952,1,1,no,no,no,yes,yes,no,yes,no
0.172999992,0.096999998,0.348837209,4.300000191,1,1,no,no,no,yes,no,yes,yes,no
0.365,0.273999996,0.859375,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.405,0.276000004,0.793565684,3.099999905,1,1,no,no,no,no,no,yes,yes,no
0.252000008,0.088000002,0.782051282,3.200000048,1,1,no,no,no,yes,no,no,yes,no
0.247999992,0.237999992,0.68,3.200000048,4,2,no,no,no,yes,yes,yes,yes,no
0.390999985,0.37,0.279069767,4.300000191,1,2,no,no,no,yes,no,yes,yes,no
0.282999992,0.282999992,0.595959596,3.900000095,4,2,no,no,no,yes,no,yes,yes,no
0.303999996,0.277000008,0.652173913,1.799999952,1,2,no,no,no,no,no,yes,yes,no
0.055999999,0.053000002,0.8,3.200000048,6,4,no,no,no,no,yes,no,yes,no
0.384000015,0.375,0.8,1.799999952,1,2,no,no,no,yes,no,yes,yes,no
0.584000015,0.447000008,0.754601227,3.200000048,6,2,no,no,no,no,no,yes,yes,yes
0.262999992,0.261000004,0.7907743,4.300000191,1,2,no,no,no,yes,no,yes,yes,no
0.252700005,0.250599995,0.666666667,3.599999905,1,2,no,no,no,yes,no,yes,yes,no
0.316000004,0.283999996,0.801526718,1.799999952,1,2,no,no,no,no,no,no,yes,no
0.357999992,0.316000004,0.875,3.200000048,1,2,no,no,no,yes,no,yes,yes,no
0.369000015,0.298999996,0.794520548,3.900000095,1,2,no,no,no,no,no,no,yes,no
0.222000008,0.207000008,0.75,1.799999952,1,2,no,no,no,yes,no,yes,yes,no
0.252999992,0.167999992,0.664516129,3.200000048,6,1,no,no,no,yes,no,yes,yes,no
0.183999996,0.166000004,0.576470588,3.200000048,6,2,no,no,no,yes,no,no,yes,no
0.4,0.33,0.887096774,3.200000048,1,2,no,no,no,yes,no,yes,yes,no
0.34,0.24,0.793103448,3.200000048,1,1,no,no,no,no,no,yes,yes,no
0.303700008,0.0904,0.8,3.200000048,6,2,yes,no,no,no,no,yes,yes,yes
0.41,0.19,0.701886792,10.60000038,1,2,no,yes,no,yes,no,no,yes,no
0.18,0.18,1,10.60000038,6,2,yes,no,no,yes,no,yes,yes,yes
0.4,0.27,0.711111111,4.300000191,2,2,no,yes,no,no,no,no,yes,no
0.31,0.31,0.776978417,3.200000048,2,2,no,no,no,no,no,yes,yes,no
0.53,0.34,0.463235294,3.900000095,1,2,no,no,no,no,no,no,yes,no
0.325800018,0.265799999,0.789808917,3.099999905,2,2,no,no,no,no,no,yes,yes,no
0.392400017,0.247900009,0.613333333,2,1,1,no,no,no,yes,no,yes,yes,no
0.225100002,0.193400002,0.358744395,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.381699982,0.238500004,0.775423729,4.300000191,1,1,yes,no,no,no,no,no,yes,no
0.3375,0.2275,0.902439024,3.900000095,1,2,no,no,no,no,yes,yes,yes,no
0.16,0.16,0.911764706,3.200000048,2,1,no,no,no,no,no,yes,yes,no
0.3,0.3,1.111111111,4.300000191,4,2,no,no,no,no,yes,yes,yes,yes
0.1,0.08,0.547945205,1.799999952,1,1,no,yes,no,no,no,yes,yes,no
0.2,0.12,0.939189189,3.200000048,3,1,no,no,no,yes,no,no,yes,no
0.08,0.06,0.728643216,3.200000048,1,1,no,no,no,yes,no,yes,yes,no
0.1,0.06,0.783289817,3.599999905,2,1,no,yes,no,no,no,yes,yes,no
0.17,0.07,1.224637681,2,2,1,no,no,no,no,yes,no,yes,no
0.29,0.21,0.797752809,5.300000191,1,2,no,no,no,no,no,yes,yes,no
0.37,0.33,0.922077922,3.200000048,2,2,no,no,no,yes,no,yes,yes,no
0.36,0.32,0.681481481,1.799999952,1,2,no,no,no,yes,no,yes,yes,no
0.25,0.17,0.892857143,3.200000048,2,2,no,no,no,yes,no,no,yes,no
0.36,0.32,0.8,2,6,2,yes,no,no,no,no,no,yes,yes
0.39,0.36,0.890909091,3.099999905,1,2,no,no,no,no,no,no,yes,no
0.38,0.31,0.775362319,3.200000048,2,2,no,no,no,yes,no,yes,yes,no
0.4,0.34,0.8,3.200000048,2,2,no,yes,no,yes,no,yes,yes,no
0.36,0.25,0.8,3.200000048,1,1,no,no,no,no,no,yes,yes,no
0.38,0.34,0.919230769,5.300000191,2,2,no,yes,no,yes,no,no,yes,no
0.33,0.31,0.659217877,3.200000048,1,2,no,no,no,no,no,yes,yes,no
0.37,0.26,0.783783784,2,2,1,no,no,no,no,no,no,yes,no
0.22,0.13,0.798611111,3.200000048,3,1,yes,yes,no,yes,yes,no,yes,no
0.3,0.24,0.423728814,3.200000048,1,1,yes,no,no,no,no,no,yes,no
0.36,0.35,0.914473684,3.200000048,1,2,no,no,no,yes,no,yes,yes,no
0.41,0.28,0.896174863,3.200000048,6,2,no,no,no,no,no,no,yes,no
0.35,0.3,0.683760684,3.099999905,1,2,no,no,no,yes,no,yes,yes,no
0.32,0.32,0.8,3.200000048,1,2,no,no,no,no,no,yes,yes,no
0.41,0.28,0.925925926,3.200000048,6,2,yes,no,yes,no,yes,no,yes,yes
0.32,0.28,0.896969697,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.4,0.18,0.876923077,1.799999952,3,1,no,no,no,no,no,no,yes,no
0.33,0.27,0.8,3.099999905,1,2,no,no,no,no,yes,yes,yes,yes
0.28,0.25,0.902173913,1.799999952,1,2,no,no,no,no,no,no,yes,no
0.35,0.35,0.44,10.60000038,2,1,no,no,no,no,no,no,yes,no
0.4,0.35,0.782608696,3.200000048,1,2,no,no,no,yes,yes,no,yes,yes
0.3,0.18,0.90080429,1.799999952,6,2,yes,yes,no,yes,yes,no,yes,yes
0.35,0.23,0.874418605,1.799999952,4,2,no,no,no,yes,no,yes,yes,no
0.2,0.19,0.700808625,3.200000048,1,1,no,no,no,no,no,no,yes,no
0.29,0.28,0.375,3.200000048,1,4,no,no,no,no,no,no,yes,no
0.36,0.27,0.82,3.200000048,2,2,no,no,no,no,no,no,yes,no
0.34,0.2,0.35042735,3.200000048,1,2,no,no,no,no,no,yes,yes,no
0.26,0.04,0.396825397,2,2,2,no,no,no,no,no,no,yes,no
0.28,0.21,0.638879372,3.200000048,2,1,no,no,no,no,no,no,yes,no
0.43,0.24,0.401785714,4.300000191,2,1,no,no,no,no,no,no,yes,no
0.27,0.2,0.797297297,3.200000048,1,1,no,yes,no,yes,no,no,yes,no
0.28,0.22,0.745578231,3.200000048,2,2,no,no,no,no,no,yes,yes,no
0.27,0.25,0.851536449,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.36,0.3,0.639713428,3.200000048,1,1,no,no,no,no,no,yes,yes,no
0.35,0.35,0.625,3.599999905,2,3,no,no,no,no,no,no,yes,no
0.33,0.31,0.85892203,3.200000048,1,2,no,no,no,no,no,yes,yes,no
0.32,0.24,0.743243243,3.099999905,3,1,no,no,no,no,no,no,yes,no
0.23,0.04,0.5,3.200000048,1,1,no,no,no,no,no,no,yes,no
0.37,0.28,0.487156769,2,2,2,no,no,no,no,no,no,yes,no
0.331199989,0.1725,0.68,10.60000038,2,2,no,no,no,no,no,no,yes,no
0.351300011,0.256900005,0.542857143,3.200000048,5,2,no,no,no,no,no,yes,yes,yes
0.457000008,0.282000008,0.752631579,3.200000048,1,1,no,no,no,no,no,no,yes,no
0.352400017,0.293299999,0.902985075,3.099999905,1,2,no,no,no,no,no,no,yes,no
0.416899986,0.210900002,0.923076923,10.60000038,2,2,no,no,yes,no,no,yes,yes,yes
0.219099998,0.209500008,0.794871795,3.900000095,1,2,no,no,no,no,no,no,yes,no
0.205200005,0.158999996,0.602564103,1.799999952,1,2,no,yes,yes,no,no,yes,yes,yes
0.461100006,0.371500015,0.784482759,5.300000191,2,2,no,no,no,yes,no,yes,no,no
0.346599998,0.315799999,0.576036866,2,2,2,no,no,no,no,no,no,yes,no
0.316700001,0.208899994,0.721649485,3.099999905,1,1,no,no,no,no,no,no,yes,no
0.372799988,0.264899998,0.8984375,10.60000038,1,2,no,no,no,no,no,no,yes,no
0.660999985,0.660999985,0.433566434,2,1,2,no,no,no,no,no,yes,yes,no
0.356199989,0.264300003,0.847222222,4.300000191,1,2,no,no,no,no,no,no,yes,no
0.374500008,0.262999992,0.895833333,3.099999905,2,2,no,no,no,no,yes,no,yes,no
0.313999996,0.228500004,0.753968254,10.60000038,1,2,no,no,yes,no,no,no,yes,yes
0.383899994,0.255599995,0.95,1.799999952,1,2,no,no,yes,no,no,yes,yes,yes
0.361399994,0.234300003,0.784482759,4.300000191,2,2,no,no,no,no,no,no,yes,no
0.266399994,0.241800003,0.253164557,3.200000048,1,2,no,yes,no,no,no,yes,yes,no
0.322099991,0.275499992,0.748387097,5.300000191,2,2,no,no,no,no,no,no,yes,no
0.231100006,0.207199993,0.838235294,3.900000095,1,2,no,no,no,no,yes,no,yes,no
0.364500008,0.328800011,0.762962963,3.900000095,2,2,no,no,no,no,no,yes,yes,no
0.426599998,0.296700001,0.818181818,3.099999905,1,1,no,no,no,no,no,no,yes,no
0.289799995,0.282000008,0.772727273,10.60000038,1,2,no,yes,no,no,no,no,no,no
0.814199982,0.393300018,0.516528926,3.200000048,3,2,yes,no,no,no,yes,yes,yes,no
0.371399994,0.318899994,0.864864865,1.799999952,2,2,no,yes,no,no,yes,yes,yes,no
0.296399994,0.234500008,0.896341463,2,1,2,no,no,yes,no,no,no,yes,no
0.353499985,0.252000008,0.804469274,2,1,2,no,no,no,no,yes,no,yes,no
0.3475,0.220900002,0.789115646,3.099999905,2,2,no,no,no,no,yes,no,yes,no
0.499700012,0.355299988,0.938547486,3.900000095,1,2,no,no,no,no,yes,yes,yes,no
0.374300003,0.282000008,0.555555556,3.099999905,1,1,no,no,no,no,no,no,yes,no
0.467700005,0.367999992,0.87431694,4.300000191,3,1,no,no,no,no,yes,no,yes,no
0.104300003,0.096400003,0.666666667,10.60000038,4,2,no,yes,no,no,no,yes,yes,yes
0.322799988,0.322799988,0.864,3.599999905,1,2,no,no,no,no,no,no,yes,no
0.293199997,0.280499992,0.899159664,3.200000048,1,2,no,no,no,no,no,yes,yes,no
0.335600014,0.320800018,0.87804878,1.799999952,1,2,no,no,no,no,no,no,yes,no
0.416699982,0.265100002,0.75,3.200000048,5,1,no,no,no,no,yes,no,yes,yes
0.2575,0.214500008,0.625,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.357700005,0.141199999,0.655502392,3.200000048,1,1,no,no,no,no,no,no,yes,no
0.466800003,0.463199997,0.591715976,3.599999905,4,2,no,no,no,no,no,no,yes,yes
0.216000004,0.123999996,0.323741007,3.099999905,3,1,no,no,no,no,yes,no,yes,no
0.277000008,0.205,0.5859375,1.799999952,2,1,no,yes,no,no,no,no,yes,no
0.27,0.27,0.651162791,3.599999905,1,1,no,no,no,yes,no,no,yes,no
0.32,0.29,0.707692308,5.300000191,2,1,no,no,no,no,no,no,yes,no
0.25,0.145,0.681818182,1.799999952,1,1,no,no,no,yes,no,yes,yes,no
0.505,0.207000008,0.641350211,1.799999952,6,2,no,no,no,no,no,no,yes,yes
0.32,0.13,0.401234568,3.900000095,2,2,no,no,no,no,yes,no,yes,no
0.355,0.345,0.6875,3.200000048,5,2,yes,yes,no,yes,yes,yes,yes,yes
0.31,0.29,0.896551724,1.799999952,1,2,no,no,no,no,no,yes,yes,no
0.3,0.11,0.479452055,4.300000191,2,1,no,no,no,no,no,yes,yes,no
0.19,0.15,0.184794093,3.200000048,1,1,no,no,no,no,no,yes,yes,no
0.18,0.15,0.802816901,3.900000095,1,1,no,no,no,no,yes,no,yes,no
0.08,0.08,0.111111111,3.599999905,1,1,no,no,no,no,no,no,yes,no
0.36,0.35,0.736842105,3.599999905,1,1,no,no,no,no,no,no,yes,no
0.14,0.09,0.8,3.099999905,1,2,no,no,no,no,no,no,yes,no
0.34,0.27,0.793939394,3.900000095,1,2,no,no,no,no,no,no,yes,no
0.34,0.27,0.55,3.900000095,1,1,no,no,no,no,no,no,yes,no
0.32,0.12,0.8,3.900000095,1,1,no,no,no,no,yes,no,yes,no
0.19,0.08,0.154285714,10.60000038,1,1,no,no,no,no,no,no,yes,no
0.32,0.11,0.482758621,3.200000048,2,1,no,no,no,no,no,no,yes,no
0.73,0.71,0.606060606,3.900000095,1,1,no,no,no,no,no,yes,yes,no
0.58,0.52,0.8,3.900000095,1,1,no,no,no,no,yes,no,yes,no
0.3,0.3,0.795774648,3.900000095,1,2,no,no,no,no,no,yes,yes,no
0.14,0.09,0.86989412,3.599999905,1,2,no,no,no,no,no,no,yes,no
0.26,0.16,0.135135135,3.599999905,1,1,no,yes,no,no,no,no,yes,no
0.43,0.33,0.35,3.900000095,2,1,no,no,no,no,no,no,yes,no
0.47,0.18,1,10.60000038,1,1,no,no,no,no,no,no,yes,no
0.25,0.13,0.8,3.900000095,2,1,no,no,no,no,yes,no,yes,no
0.3,0.3,0.78125,3.900000095,1,1,no,no,no,no,no,no,yes,no
0.27,0.25,0.695652174,3.599999905,6,2,no,no,no,no,no,no,yes,no
0.36,0.2,0.388888889,3.900000095,1,1,no,no,no,no,no,no,yes,no
0.248999996,0.155,0.236486486,1.799999952,2,4,no,no,no,no,no,no,yes,no
0.216000004,0.133000002,0.518518519,3.099999905,3,1,no,no,no,no,no,no,yes,no
1.16,0.74,0.752688172,4.300000191,1,2,no,no,no,no,no,no,yes,yes
0.36,0.22,0.615384615,3.200000048,3,1,no,yes,no,no,no,no,yes,no
0.277999992,0.162000008,0.4,1.799999952,5,2,no,no,no,no,no,no,yes,no
0.32,0.23,0.744827586,4.300000191,2,2,no,no,no,no,no,no,yes,no
0.287999992,0.206000004,0.747826087,3.200000048,2,2,no,no,no,no,no,no,yes,no
0.482999992,0.340999985,0.746666667,4.300000191,2,1,no,yes,no,no,no,no,yes,no
0.312000008,0.227000008,0.631578947,10.60000038,2,2,no,no,no,no,no,no,yes,no
0.297000008,0.222000008,0.574468085,3.200000048,1,1,no,no,no,no,no,yes,yes,no
0.344000015,0.344000015,0.7,3.200000048,1,2,no,no,no,no,no,yes,yes,no
0.362000008,0.262000008,0.490196078,3.099999905,2,2,no,no,no,no,no,no,yes,no
0.285,0.285,0.586797066,4.300000191,2,2,no,no,no,no,no,no,yes,no
0.322999992,0.263999996,0.75,3.200000048,2,1,no,no,no,no,no,no,yes,no
0.404000015,0.178999996,0.799145299,3.200000048,1,1,no,yes,no,no,no,no,yes,no
0.316000004,0.215,0.896226415,3.099999905,1,2,no,no,no,no,yes,no,yes,no
0.287999992,0.287999992,0.740740741,3.200000048,4,2,no,no,no,no,no,yes,yes,no
0.357999992,0.316000004,0.6875,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.29,0.29,0.74,3.900000095,1,1,no,no,no,no,no,no,yes,no
0.35,0.31,0.900900901,3.900000095,2,2,no,no,no,no,no,no,yes,no
0.34,0.23,0.775757576,3.900000095,2,1,yes,no,no,no,no,no,yes,no
0.36,0.3,0.745454545,3.099999905,1,2,no,no,no,no,no,no,yes,no
0.27,0.22,0.725609756,10.60000038,6,2,yes,no,no,no,no,no,yes,yes
0.45,0.29,0.887804878,2,6,2,yes,no,no,no,yes,no,yes,yes
0.32,0.22,0.85,1.799999952,6,4,no,no,no,no,no,no,yes,no
0.33,0.31,0.785714286,3.099999905,1,2,no,no,no,no,no,yes,yes,no
0.46,0.3,0.851612903,3.200000048,6,2,yes,no,no,yes,no,no,yes,no
0.35,0.35,0.802197802,1.799999952,1,2,no,no,no,yes,no,yes,yes,no
0.35,0.31,0.774193548,3.200000048,6,2,no,no,no,no,no,yes,yes,no
0.39,0.28,0.698412698,4.300000191,1,2,no,yes,no,yes,no,no,yes,no
